size,time
10,383
15,326
22,372
33,370
49,370
73,522
109,357
163,343
244,369
366,412
549,356
823,419
1234,354
1851,335
2776,484
4164,330
6246,457
9369,740
14053,323
21079,328
31618,350
47427,362
71140,387
106710,558
160065,455
240097,527
360145,723
540217,763
810325,919
1215487,921
1823230,1064
2734845,1175
4102267,1360
6153400,1342
9230100,1365
13845150,1456
