size,time
10,420
15,432
22,395
33,390
49,398
73,390
109,413
163,411
244,457
366,418
549,402
823,420
1234,405
1851,400
2776,370
4164,394
6246,408
9369,404
14053,472
21079,433
31618,562
47427,453
71140,446
106710,648
160065,691
240097,706
360145,836
540217,927
810325,1023
1215487,1163
1823230,1803
2734845,1415
4102267,1272
6153400,1376
9230100,1475
13845150,1724
