size,time
10,26704
15,17213
22,12683
33,9631
49,6309
73,4802
109,3491
163,2595
244,1940
366,1874
549,1184
823,921
1234,684
1851,691
2776,513
4164,434
6246,400
9369,373
14053,369
21079,375
31618,480
47427,369
71140,420
106710,494
160065,522
240097,677
360145,697
540217,826
810325,1035
1215487,3513
1823230,1186
2734845,1173
4102267,1820
6153400,1335
9230100,1383
13845150,1481
