size,time
10,3777
15,3186
22,2968
33,2877
49,3247
73,2093
109,1986
163,3609
244,2801
366,3089
549,2556
823,2455
1234,2279
1851,2173
2776,2430
4164,2034
6246,2299
9369,1976
14053,2229
21079,2520
31618,2159
47427,2446
71140,2155
106710,2419
160065,2181
240097,2538
360145,3019
540217,2836
810325,3241
1215487,3019
1823230,3333
2734845,3779
4102267,3370
6153400,3733
9230100,3396
