size,time
10,231
15,286
22,329
33,383
49,385
73,400
109,512
163,457
244,852
366,477
549,565
823,487
1234,581
1851,817
2776,546
4164,751
6246,767
9369,795
14053,844
21079,1043
31618,2562
47427,1314
71140,2319
106710,1889
160065,2832
240097,2329
360145,3700
540217,6880
810325,5687
1215487,8831
1823230,6565
2734845,9719
4102267,12187
