size,time
10,5750
15,4181
22,3197
33,1510
49,1952
73,138
109,140
163,1167
244,756
366,726
549,522
823,532
1234,386
1851,394
2776,385
4164,266
6246,289
9369,239
14053,281
21079,336
31618,282
47427,368
71140,310
106710,427
160065,420
240097,628
360145,1087
540217,1022
810325,1529
1215487,1441
1823230,1665
2734845,2169
4102267,63449
