size,time
10,34067
15,1601
22,2063
33,2382
49,2112
73,2270
109,2025
163,1994
244,2027
366,1818
549,2058
823,1704
1234,1695
1851,1551
2776,1601
4164,6825
6246,1695
9369,2123
14053,1771
21079,2328
31618,2212
47427,2721
71140,3942
106710,3066
160065,4659
240097,3475
360145,5883
540217,5612
810325,6687
1215487,10765
1823230,7912
2734845,13722
4102267,9507
