size,time
10,64
15,109
22,112
33,129
49,116
73,155
109,161
163,188
244,221
366,198
549,294
823,230
1234,356
1851,308
2776,413
4164,630
6246,463
9369,762
14053,575
21079,891
31618,971
47427,1175
71140,2219
106710,1551
160065,2695
240097,1844
360145,3351
540217,6108
810325,4510
1215487,7209
1823230,5648
2734845,9818
4102267,7222
6153400,13000
