size,time
10,179
15,163
22,150
33,175
49,147
73,101
109,109
163,314
244,237
366,269
549,242
823,266
1234,210
1851,251
2776,415
4164,373
6246,348
9369,398
14053,554
21079,424
31618,353
47427,531
71140,392
106710,495
160065,487
240097,645
360145,818
540217,860
810325,938
1215487,1008
1823230,971
2734845,1124
4102267,1030
6153400,1180
9230100,1223
13845150,1329
20767725,1387
