size,time
10,233
15,268
22,315
33,467
49,356
73,395
109,416
163,410
244,732
366,452
549,603
823,559
1234,668
1851,1626
2776,888
4164,7608
6246,1180
9369,1844
14053,1568
21079,1811
31618,3902
47427,2130
71140,4426
106710,3308
160065,4709
240097,6206
360145,6827
540217,10933
810325,12817
1215487,14687
1823230,14437
2734845,16358
