size,time
10,61
15,79
22,141
33,161
49,135
73,178
109,168
163,266
244,310
366,350
549,457
823,307
1234,426
1851,353
2776,531
4164,759
6246,516
9369,782
14053,805
21079,1006
31618,955
47427,1250
71140,2134
106710,1485
160065,2855
240097,1831
360145,3149
540217,6265
810325,4095
1215487,8424
1823230,6417
2734845,9948
4102267,8765
6153400,13296
9230100,22031
