size,time
10,1897
15,1462
22,1662
33,1878
49,2151
73,1242
109,1166
163,2346
244,1720
366,1858
549,1525
823,1686
1234,1268
1851,1285
2776,1427
4164,1356
6246,1363
9369,1168
14053,1374
21079,1523
31618,1287
47427,1501
71140,1289
106710,1514
160065,1485
240097,1728
360145,2149
540217,1950
810325,2228
1215487,2150
1823230,2349
2734845,2677
4102267,2432
6153400,2683
9230100,2490
13845150,2684
