size,time
10,288
15,231
22,258
33,323
49,211
73,207
109,212
163,442
244,331
366,368
549,290
823,311
1234,344
1851,295
2776,342
4164,294
6246,347
9369,301
14053,365
21079,448
31618,411
47427,511
71140,448
106710,900
160065,856
240097,1274
360145,1795
540217,1552
810325,2035
1215487,1825
1823230,2192
2734845,2076
4102267,2412
6153400,2901
