size,time
10,371
15,318
22,375
33,486
49,241
73,255
109,272
163,775
244,589
366,582
549,346
823,332
1234,366
1851,297
2776,335
4164,272
6246,304
9369,242
14053,297
21079,373
31618,312
47427,416
71140,361
106710,513
160065,833
240097,776
360145,1237
540217,1190
810325,1640
1215487,1580
1823230,1913
2734845,2445
4102267,2102
6153400,2525
