size,time
10,674
15,506
22,538
33,515
49,532
73,448
109,481
163,459
244,455
366,444
549,467
823,456
1234,492
1851,440
2776,352
4164,316
6246,328
9369,357
14053,341
21079,342
31618,383
47427,396
71140,439
106710,461
160065,502
240097,774
360145,698
540217,791
810325,796
1215487,930
1823230,863
2734845,1011
4102267,998
6153400,1080
9230100,1052
13845150,1097
