size,time
10,383
15,412
22,361
33,378
49,380
73,385
109,357
163,394
244,354
366,363
549,321
823,355
1234,382
1851,472
2776,555
4164,479
6246,399
9369,349
14053,378
21079,306
31618,416
47427,395
71140,471
106710,438
160065,538
240097,602
360145,646
540217,762
810325,736
1215487,816
1823230,927
2734845,891
4102267,1006
6153400,974
9230100,1099
13845150,1057
