size,time
10,348
15,410
22,479
33,372
49,401
73,396
109,400
163,357
244,357
366,345
549,369
823,379
1234,317
1851,331
2776,291
4164,267
6246,290
9369,319
14053,313
21079,316
31618,363
47427,330
71140,414
106710,450
160065,502
240097,538
360145,573
540217,660
810325,767
1215487,795
1823230,779
2734845,908
4102267,1107
6153400,971
9230100,1010
13845150,1071
20767725,992
