size,time
10,239
15,279
22,242
33,213
49,149
73,154
109,163
163,381
244,378
366,299
549,317
823,237
1234,253
1851,216
2776,242
4164,279
6246,204
9369,235
14053,201
21079,278
31618,345
47427,281
71140,413
106710,338
160065,540
240097,537
360145,817
540217,1291
810325,1142
1215487,1565
1823230,1357
2734845,1602
4102267,2068
6153400,1671
9230100,2263
