size,time
10,335
15,342
22,320
33,304
49,227
73,226
109,236
163,427
244,459
366,370
549,423
823,347
1234,385
1851,329
2776,371
4164,431
6246,369
9369,473
14053,449
21079,576
31618,640
47427,845
71140,1132
106710,1750
160065,2629
240097,6359
360145,8449
540217,9931
810325,29645
1215487,29161
