size,time
10,394
15,329
22,389
33,433
49,300
73,298
109,289
163,539
244,601
366,427
549,440
823,326
1234,372
1851,382
2776,310
4164,343
6246,280
9369,319
14053,281
21079,325
31618,356
47427,381
71140,507
106710,468
160065,656
240097,654
360145,839
540217,1117
810325,1036
1215487,1274
1823230,1193
2734845,1360
4102267,1299
6153400,1458
9230100,1672
