size,time
10,247
15,207
22,358
33,278
49,214
73,209
109,226
163,464
244,536
366,388
549,429
823,322
1234,325
1851,268
2776,296
4164,332
6246,240
9369,280
14053,246
21079,299
31618,385
47427,332
71140,439
106710,389
160065,601
240097,599
360145,889
540217,1392
810325,1256
1215487,1728
1823230,1568
2734845,1923
4102267,2495
6153400,2088
9230100,2430
