size,time
10,196
15,228
22,246
33,157
49,135
73,146
109,160
163,317
244,350
366,264
549,304
823,230
1234,231
1851,177
2776,205
4164,229
6246,184
9369,184
14053,155
21079,179
31618,234
47427,199
71140,266
106710,234
160065,328
240097,343
360145,450
540217,631
810325,624
1215487,793
1823230,818
2734845,926
4102267,1103
6153400,913
9230100,1062
13845150,1010
