size,time
10,189
15,164
22,153
33,206
49,114
73,119
109,138
163,303
244,307
366,240
549,265
823,216
1234,253
1851,210
2776,235
4164,287
6246,204
9369,230
14053,207
21079,249
31618,320
47427,261
71140,319
106710,296
160065,465
240097,444
360145,754
540217,1029
810325,944
1215487,1298
1823230,1215
2734845,1293
4102267,1687
6153400,1538
9230100,1719
