size,time
10,358
15,334
22,434
33,297
49,294
73,290
109,295
163,562
244,629
366,519
549,564
823,471
1234,529
1851,379
2776,415
4164,502
6246,415
9369,499
14053,422
21079,496
31618,440
47427,558
71140,791
106710,830
160065,1122
240097,1045
360145,1424
540217,2125
810325,1907
1215487,2368
1823230,2060
2734845,2505
4102267,2132
6153400,2535
