size,time
10,250
15,237
22,266
33,284
49,161
73,169
109,175
163,385
244,423
366,327
549,339
823,265
1234,272
1851,231
2776,255
4164,305
6246,225
9369,248
14053,216
21079,260
31618,353
47427,296
71140,384
106710,331
160065,508
240097,595
360145,938
540217,1400
810325,1248
1215487,1592
1823230,1454
2734845,1714
4102267,2147
6153400,1792
9230100,2276
