size,time
10,1696
15,1430
22,1957
33,2403
49,2052
73,2440
109,2031
163,2294
244,1947
366,2118
549,2486
823,2017
1234,2340
1851,2012
2776,2331
4164,2883
6246,2308
9369,2989
14053,2354
21079,2947
31618,2657
47427,3191
71140,4201
106710,3179
160065,4896
240097,3650
360145,5566
540217,8313
810325,5863
1215487,10044
1823230,6892
2734845,12027
4102267,8318
