size,time
10,1838
15,1780
22,2374
33,2933
49,2605
73,3059
109,2679
163,3035
244,3121
366,3215
549,3428
823,2406
1234,2528
1851,2339
2776,2456
4164,6093
6246,2325
9369,3017
14053,2616
21079,3226
31618,3032
47427,3477
71140,4893
106710,3758
160065,5761
240097,4303
360145,6650
540217,6131
810325,7698
1215487,12892
1823230,8781
2734845,14193
