size,time
10,12110
15,805
22,1062
33,1386
49,1100
73,1326
109,1144
163,1327
244,1163
366,1250
549,1949
823,1864
1234,2266
1851,1648
2776,1498
4164,1917
6246,1516
9369,1934
14053,1605
21079,2061
31618,1874
47427,2229
71140,3396
106710,2490
160065,3714
240097,2943
360145,4444
540217,7195
810325,5917
1215487,9654
1823230,6514
2734845,12314
4102267,8555
