size,time
10,288
15,279
22,251
33,354
49,274
73,295
109,329
163,327
244,789
366,363
549,499
823,442
1234,532
1851,755
2776,543
4164,761
6246,579
9369,991
14053,768
21079,1188
31618,2812
47427,1297
71140,2296
106710,1552
160065,2966
240097,2467
360145,4587
540217,6379
810325,4075
1215487,7920
1823230,5289
2734845,10506
4102267,12302
