size,time
10,195
15,258
22,301
33,365
49,351
73,388
109,445
163,412
244,802
366,461
549,560
823,560
1234,643
1851,1152
2776,870
4164,7869
6246,1119
9369,6051
14053,1388
21079,1696
31618,2107
47427,2558
71140,3445
106710,3077
160065,5066
240097,4123
360145,5287
540217,16888
810325,11397
1215487,13454
1823230,29001
