size,time
10,331
15,318
22,312
33,351
49,377
73,379
109,389
163,407
244,606
366,402
549,485
823,445
1234,548
1851,635
2776,579
4164,7097
6246,817
9369,1484
14053,1002
21079,1482
31618,1466
47427,1668
71140,2898
106710,2250
160065,3847
240097,2837
360145,4383
540217,5043
810325,5988
1215487,11870
1823230,9283
2734845,13890
4102267,9832
