size,time
10,261
15,267
22,263
33,308
49,289
73,305
109,353
163,337
244,753
366,418
549,501
823,473
1234,557
1851,928
2776,586
4164,852
6246,675
9369,955
14053,944
21079,1252
31618,3676
47427,1510
71140,2807
106710,2062
160065,3007
240097,3082
360145,4353
540217,7870
810325,5212
1215487,9131
1823230,6747
