size,time
10,41
15,62
22,86
33,124
49,103
73,144
109,143
163,178
244,202
366,225
549,308
823,241
1234,379
1851,318
2776,453
4164,810
6246,494
9369,692
14053,583
21079,936
31618,982
47427,1283
71140,2121
106710,1425
160065,2809
240097,1798
360145,3208
540217,6409
810325,4257
1215487,8059
1823230,5626
2734845,8911
4102267,7803
6153400,12257
