size,time
10,349
15,440
22,345
33,463
49,269
73,264
109,268
163,579
244,489
366,491
549,395
823,441
1234,493
1851,393
2776,456
4164,397
6246,466
9369,453
14053,565
21079,755
31618,823
47427,1055
71140,1581
106710,2142
160065,4659
240097,6416
360145,6711
540217,18552
810325,19829
1215487,60979
