size,time
10,486
15,354
22,441
33,449
49,300
73,300
109,305
163,643
244,519
366,580
549,469
823,521
1234,579
1851,428
2776,476
4164,394
6246,468
9369,461
14053,488
21079,605
31618,502
47427,719
71140,626
106710,931
160065,985
240097,1329
360145,1930
540217,1787
810325,2281
1215487,2077
1823230,2478
2734845,2299
4102267,2614
6153400,3077
