size,time
10,297
15,293
22,305
33,307
49,322
73,300
109,293
163,311
244,297
366,296
549,329
823,289
1234,329
1851,368
2776,251
4164,282
6246,285
9369,291
14053,268
21079,360
31618,442
47427,462
71140,478
106710,694
160065,1103
240097,1125
360145,1084
540217,1054
810325,1572
1215487,1362
1823230,1579
