size,time
10,1156
15,1315
22,1414
33,1163
49,1044
73,1059
109,970
163,1043
244,672
366,695
549,568
823,458
1234,463
1851,343
2776,392
4164,410
6246,357
9369,427
14053,348
21079,429
31618,370
47427,398
71140,500
106710,548
160065,647
240097,681
360145,743
540217,871
810325,770
1215487,901
1823230,782
2734845,896
4102267,867
6153400,919
9230100,1068
13845150,911
20767725,1062
