size,time
10,392
15,451
22,474
33,534
49,479
73,526
109,542
163,541
244,877
366,605
549,773
823,1389
1234,1654
1851,9624
2776,21865
4164,38089
6246,71699
9369,127238
14053,165782
21079,284641
31618,373545
47427,629423
71140,1113295
