size,time
10,1047
15,275
22,307
33,329
49,336
73,355
109,437
163,396
244,807
366,463
549,542
823,484
1234,498
1851,601
2776,601
4164,5152
6246,646
9369,951
14053,756
21079,1148
31618,1330
47427,1599
71140,2570
106710,2046
160065,3313
240097,2656
360145,3958
540217,4592
810325,5689
1215487,10726
1823230,6903
2734845,12911
4102267,9258
