size,time
10,318
15,307
22,340
33,398
49,454
73,257
109,258
163,553
244,451
366,494
549,457
823,517
1234,401
1851,410
2776,472
4164,395
6246,470
9369,434
14053,527
21079,563
31618,716
47427,882
71140,1168
106710,1574
160065,3309
240097,4534
360145,6107
540217,17158
810325,17317
1215487,54771
