size,time
10,2595
15,2424
22,2603
33,2555
49,2592
73,1546
109,1379
163,2406
244,1667
366,1621
549,1307
823,1429
1234,1217
1851,1626
2776,1588
4164,1386
6246,1624
9369,1304
14053,1457
21079,1313
31618,1422
47427,1686
71140,1492
106710,1787
160065,1747
240097,2050
360145,2485
540217,2268
810325,2608
1215487,2434
1823230,2696
2734845,2551
4102267,2738
6153400,3052
9230100,2781
