size,time
10,92
15,129
22,161
33,212
49,189
73,217
109,244
163,229
244,601
366,258
549,326
823,359
1234,387
1851,563
2776,435
4164,641
6246,531
9369,745
14053,683
21079,1196
31618,2114
47427,1266
71140,2264
106710,1604
160065,2713
240097,2248
360145,3884
540217,6734
810325,4463
1215487,8395
1823230,5565
2734845,9458
4102267,11332
