size,time
10,275
15,240
22,275
33,293
49,304
73,162
109,167
163,456
244,377
366,372
549,290
823,309
1234,244
1851,293
2776,335
4164,252
6246,253
9369,210
14053,246
21079,353
31618,262
47427,338
71140,359
106710,544
160065,459
240097,684
360145,969
540217,952
810325,1477
1215487,1453
1823230,1520
2734845,1753
4102267,1647
6153400,2020
9230100,1603
13845150,1814
20767725,1966
