size,time
10,286
15,356
22,421
33,432
49,406
73,435
109,495
163,432
244,783
366,467
549,592
823,544
1234,634
1851,710
2776,578
4164,5695
6246,683
9369,1073
14053,823
21079,1204
31618,1326
47427,1494
71140,2690
106710,2057
160065,3456
240097,2653
360145,4465
540217,4622
810325,5537
1215487,10457
1823230,7050
2734845,12091
4102267,8579
