size,time
10,203
15,262
22,285
33,324
49,311
73,339
109,392
163,360
244,683
366,421
549,532
823,501
1234,548
1851,684
2776,553
4164,766
6246,622
9369,977
14053,866
21079,1164
31618,2681
47427,1288
71140,2338
106710,1718
160065,2760
240097,2435
360145,3719
540217,7034
810325,4794
1215487,8389
1823230,5695
2734845,10328
4102267,13412
