size,time
10,209
15,275
22,324
33,404
49,370
73,421
109,398
163,368
244,594
366,396
549,470
823,434
1234,516
1851,716
2776,590
4164,817
6246,674
9369,983
14053,837
21079,1135
31618,2693
47427,1231
71140,2292
106710,1813
160065,2843
240097,2384
360145,3345
540217,6785
810325,4481
1215487,8509
1823230,5583
2734845,10631
4102267,12420
