size,time
10,69343
15,744
22,949
33,1201
49,1043
73,1413
109,1104
163,1263
244,1135
366,1284
549,1543
823,1218
1234,1463
1851,1269
2776,1523
4164,1942
6246,1476
9369,2022
14053,1551
21079,2072
31618,1888
47427,2190
71140,3340
106710,2521
160065,3923
240097,2913
360145,4406
540217,7086
810325,5475
1215487,9536
1823230,6908
2734845,11529
4102267,8603
