size,time
10,2248
15,2185
22,2807
33,3098
49,2655
73,3076
109,2725
163,2989
244,3018
366,2807
549,2803
823,2335
1234,2584
1851,2239
2776,2499
4164,6790
6246,2437
9369,3050
14053,2662
21079,3232
31618,3051
47427,3520
71140,4776
106710,3794
160065,5651
240097,4276
360145,5758
540217,5883
810325,7301
1215487,12519
1823230,8408
2734845,13985
4102267,10090
