size,time
10,1379
15,1365
22,2037
33,2389
49,2037
73,2417
109,2144
163,2382
244,2034
366,2179
549,2599
823,2143
1234,2500
1851,2131
2776,2492
4164,3121
6246,2512
9369,3107
14053,2503
21079,3192
31618,2750
47427,3405
71140,4580
106710,3560
160065,4979
240097,3920
360145,5595
540217,10042
810325,5999
1215487,9911
1823230,7644
2734845,12659
4102267,9512
